año_hecho,departamen,provincia,distrito,denuncias_dep,geom
2022,CALLAO,CALLAO,CALLAO,140,-77.0842591|-77.0802062|-77.0798573|-77.0861356999999|-77.09512|-77.0944542999999|-77.096479|-77.096526527|-77.0928792|-77.091453|-77.0915993|-77.0922926|-77.0991539|-77.1017436|-77.1007903999999|-77.1011914|-77.0996906999999|-77.0987459|-77.0970886|-77.0998602|-77.137416|-77.1337755|-77.1319776999999|-77.1266301|-77.12782966|-77.1259843|-77.1353546|-77.134043|-77.1141782|-77.1140456|-77.1150731|-77.1175159|-77.1104782|-77.1086495|-77.1087026|-77.112368|-77.1103874|-77.1074353|-77.107324|-77.1060641|-77.1025242|-77.1025979|-77.1042070999999|-77.1032094999999|-77.1030152|-77.1068360099999|-77.1056491319999|-77.10344|-77.104279865|-77.1039352079999|-77.1074358|-77.1100735|-77.1102934|-77.11106452|-77.1157886999999|-77.112036|-77.102567865|-77.104560472|-77.1079976|-77.1026932|-77.1084368|-77.137371|-77.133416|-77.1310134|-77.131246|-77.1360737|-77.1382025|-77.1267488999999|-77.1259109|-77.1259537|-77.1276629|-77.1266731|-77.1224334999999|-77.1206873|-77.1219477|-77.0890805|-77.0952371|-77.0944872|-77.0928122999999|-77.0916338|-77.0917959|-77.0917003|-77.092344035|-77.0932655999999|-77.0948214|-77.0982624|-77.0992421|-77.1014992|-77.099958|-77.0970729|-77.0969780999999|-77.0970504|-77.0962119|-77.0950497|-77.092015|-77.0946084|-77.1019568|-77.097455|-77.09362613|-77.0936638|-77.093583215|-77.0943311|-77.096519|-77.0960951|-77.1337306|-77.1336856|-77.1355733|-77.134993943|-77.1347643|-77.1314174|-12.0505322|-12.0502670999999|-12.0468756|-12.0474920999999|-12.0526667999999|-12.0516208999999|-12.0513205|-12.049840945|-12.0520078|-12.0519618|-12.0493903999999|-12.0488288999999|-12.0441382999999|-12.0467687999999|-12.0474331999999|-12.0506945999999|-12.0497351999999|-12.0522068999999|-12.0526240999999|-12.0527923|-12.0470043999999|-12.0487145999999|-12.0503795999999|-12.0455545999999|-12.050975009|-12.0508490999999|-12.0560257999999|-12.0674058|-12.0560192|-12.0535379999999|-12.0515162|-12.0504149999999|-12.0445819|-12.0452706|-12.0495056|-12.0518618999999|-12.0544217|-12.0535181|-12.0548023|-12.0546998999999|-12.0543223|-12.0528725|-12.0519487|-12.0504352|-12.0489883999999|-12.0450467389999|-12.0446965479999|-12.0439982|-12.0422137149999|-12.041620832|-12.0438386|-12.0430231999999|-12.0438674|-12.043121292|-12.0425748|-12.0240527|-12.024658782|-12.02606342|-12.0230437|-12.0213636999999|-12.0190256999999|-12.0223035999999|-12.0238679|-12.0241055|-12.0253402|-12.0422710999999|-12.0436091|-11.9631228|-11.9936473999999|-11.9940157999999|-11.9914355999999|-11.9892325|-11.9946414|-11.9949253999999|-11.9707213999999|-12.0157197|-12.0187468999999|-12.0180040999999|-12.0166449999999|-12.0175864|-12.0160354|-12.0135328|-12.012417931|-12.0125823|-12.0134917|-12.0169453|-12.0184841999999|-12.019595|-12.0226752|-12.0252116|-12.0253092999999|-12.0231782999999|-12.0238282|-12.0238060999999|-12.0236424999999|-12.0300576|-12.0304285999999|-12.0375769|-12.0366629979999|-12.0374899|-12.0379641219999|-12.0381106|-12.0371858999999|-12.0354403|-11.9446672999999|-11.9435733|-11.9435731999999|-11.9423555939999|-11.9446713999999|-11.9505649999999
2022,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,6,-77.0957456|-77.0977956|-77.0917003|-12.0441326|-12.0398807999999|-12.0427483999999
2022,CALLAO,CALLAO,LA PERLA,19,-77.1316419999999|-77.1287564|-77.1292114|-77.1303419|-77.1274288|-77.1262068|-77.125842|-77.1277795|-77.1247976|-77.1253943|-77.1251796|-77.1224984|-77.1226126|-77.1187149|-77.1167854|-77.1095067|-77.1094021|-77.1135255|-77.1240784|-12.0688774999999|-12.0687081999999|-12.0685511999999|-12.0709009999999|-12.0709848999999|-12.0714247999999|-12.0699352|-12.0685015999999|-12.0676976|-12.0689464|-12.070033|-12.0701842|-12.0691797|-12.0723556|-12.0742428|-12.0742021999999|-12.0708640999999|-12.0706542999999|-12.0671611999999
2022,CALLAO,CALLAO,LA PUNTA,1,-77.1643337|-12.0707778999999
2022,CALLAO,CALLAO,MI PERU,2,-77.1215761999999|-11.852473
2022,CALLAO,CALLAO,VENTANILLA,4,-77.1311819|-77.1272718|-77.1303626|-77.1253480999999|-11.9355884|-11.8731637999999|-11.8840757999999|-11.8925015
2022,CUSCO,CUSCO,CUSCO,13,-71.9523599999999|-71.9627331|-71.970100961|-71.96801918|-71.991746|-71.9824891|-71.9787231|-71.980351|-71.9781072|-71.980087|-71.993353988|-71.9440902|-71.9492506|-13.5234740999999|-13.5207684|-13.51532277|-13.516356184|-13.5085553|-13.5174572999999|-13.5167719999999|-13.5193442|-13.520055|-13.5212819|-13.513215153|-13.5247408|-13.5240193999999
2022,CUSCO,CUSCO,SAN JERONIMO,1,-71.8992848|-13.5298687
2022,CUSCO,CUSCO,SAN SEBASTIAN,5,-71.917842|-71.9115331|-71.9379825999999|-71.9300846|-71.940134|-13.5445245|-13.533201|-13.5321135999999|-13.5310708|-13.5534868999999
2022,CUSCO,CUSCO,SANTIAGO,6,-71.9875531|-71.9857009|-71.9845503|-71.9734763|-71.9754033|-71.9604177|-13.5792489999999|-13.543315|-13.5246938999999|-13.5274694999999|-13.5335921999999|-13.5397915
2022,CUSCO,CUSCO,WANCHAQ,14,-71.9664765|-71.9651411|-71.9662015|-71.9674626|-71.9676428|-71.9561149|-71.9554327|-71.9542845|-71.9667851|-71.9398075999999|-71.9508781|-71.9490256999999|-13.522776|-13.5232047|-13.5272533999999|-13.5319499999999|-13.5307314999999|-13.5285885|-13.528828|-13.5251531|-13.5219706999999|-13.5321779999999|-13.5268381|-13.5346908999999
2022,CUSCO,LA CONVENCION,SANTA ANA,6,-72.6927338|-72.6919814|-72.6905686|-72.7333604|-12.864972|-12.868355|-12.8693494|-12.8877914999999
2022,CUSCO,PAUCARTAMBO,KOSÑIPATA,1,-71.4040932999999|-12.9101479
2022,CUSCO,URUBAMBA,MARAS,1,-72.1967971|-13.3327467999999
2022,CUSCO,URUBAMBA,URUBAMBA,2,-72.1156281|-72.118756876|-13.3057641|-13.304403314
2022,HUANCAVELICA,ANGARAES,LIRCAY,1,-74.7249281|-12.9951758999999
2022,HUANUCO,LEONCIO PRADO,RUPA-RUPA,17,-76.004389368|-76.0023677|-75.9982797|-75.999181972|-76.0000255639999|-75.9989258589999|-75.9995756|-76.0000201999999|-76.0001837|-76.0047865|-75.9749788999999|-75.974270993|-9.31103749999994|-9.30836979999998|-9.29797859999996|-9.29253798799994|-9.29296142999993|-9.29509358699994|-9.29710529999994|-9.29764659999995|-9.29784619999998|-9.30846959999997|-9.28761519999995|-9.29167498199996
2022,JUNIN,CHANCHAMAYO,CHANCHAMAYO,7,-75.3403145999999|-75.3296333|-75.3335394|-75.3287482|-75.3281367019999|-75.325609031|-75.292396267|-11.0625506|-11.0556912|-11.0587303|-11.0545438999999|-11.055573712|-11.0555976969999|-10.959921918
2022,JUNIN,CHANCHAMAYO,PICHANAQUI,3,-74.8724602999999|-74.870091304|-74.8273184|-10.9272865|-10.932691349|-11.0013663999999
2022,JUNIN,CHANCHAMAYO,SAN RAMON,4,-75.383431101|-75.369589827|-75.360896183|-75.35216291|-11.1084235819999|-11.1295446459999|-11.1247489519999|-11.1212538889999
2022,JUNIN,CHUPACA,AHUAC,1,-75.3528779|-12.0792124
2022,JUNIN,CHUPACA,CHONGOS BAJO,1,-75.257143353|-12.142909887
2022,JUNIN,CHUPACA,CHUPACA,8,-75.283268788|-75.283114451|-75.2880523979999|-75.28895362|-75.288191|-75.292633611|-75.273419717|-12.063384087|-12.0616946439999|-12.0599713309999|-12.0601392039999|-12.0656594|-12.080608389|-12.076246861
2022,JUNIN,CHUPACA,HUAMANCACA CHICO,1,-75.2537397|-12.0794541999999
2022,JUNIN,CONCEPCION,CONCEPCION,5,-75.3206057|-75.312916981|-75.3146132|-75.3149796|-11.9209043|-11.9192082449999|-11.9196663|-11.9187621
2022,JUNIN,CONCEPCION,ORCOTUNA,1,-75.3091483|-11.9684535
2022,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,1,-75.317571633|-11.8749336999999
2022,JUNIN,HUANCAYO,EL TAMBO,33,-75.2347796|-75.2281265|-75.228455028|-75.2333973|-75.2027447|-75.2108254|-75.2158171|-75.2193096|-75.2215936|-75.219135303|-75.2189283|-75.2208435|-75.212224997|-75.2260239|-75.2279063|-75.227869|-75.1311874|-75.240044|-75.2278967999999|-75.2272134|-75.234259|-75.2321448|-75.2257149|-75.2309008|-12.0575795999999|-12.0571272999999|-12.061202362|-12.0500302|-12.0445306999999|-12.0600026|-12.0579478999999|-12.0541974999999|-12.0591449999999|-12.063007757|-12.0641644|-12.0691711|-12.062412117|-12.0617907|-12.0643598|-12.0652913|-11.9672616|-12.0202527|-12.0180789999999|-12.0266844999999|-12.0305627999999|-12.0334533999999|-12.0382485|-12.0357653
2022,JUNIN,HUANCAYO,HUANCAYO,21,-75.2132881|-75.2057518|-75.2022149|-75.209508|-75.2102975999999|-75.212604|-75.2106311|-75.2126954999999|-75.2077194999999|-75.1984275|-75.1992676|-75.1967954|-75.1963494|-12.0711995999999|-12.0608902999999|-12.0625717999999|-12.0683804|-12.0686357|-12.0688278|-12.0698745|-12.0721968|-12.0766901|-12.067665|-12.0673500999999|-12.0580184|-12.0487393
2022,JUNIN,HUANCAYO,HUAYUCACHI,1,-75.2234774999999|-12.1393401999999
2022,JUNIN,HUANCAYO,PILCOMAYO,1,-75.251459263|-12.053361174
2022,JUNIN,HUANCAYO,SAPALLANGA,2,-75.172588475|-75.182393452|-12.1289098409999|-12.1136401109999
2022,JUNIN,JAUJA,APATA,1,-75.36197251|-11.8562521969999
2022,JUNIN,JAUJA,JAUJA,5,-75.5002715|-75.4945667|-75.4869032999999|-11.7753352|-11.7722108999999|-11.7806236
2022,JUNIN,SATIPO,SATIPO,11,-74.6383121|-74.63890235|-74.6365438|-74.6364183|-74.638756912|-74.637899|-74.6371154|-74.64095152|-11.2615714|-11.25635714|-11.2556445999999|-11.2554699999999|-11.23854582|-11.2523892|-11.2526779999999|-11.248862663
2022,JUNIN,TARMA,PALCA,1,-75.5655146999999|-11.3442563999999
2022,JUNIN,TARMA,TARMA,1,-75.6792611609999|-11.407508703
2022,JUNIN,YAULI,LA OROYA,2,-75.9016718|-75.9012804|-11.5193325|-11.5191657
2022,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,3,-79.0238568|-79.0221257|-8.08627559999997|-8.08091489999993
2022,LAMBAYEQUE,CHICLAYO,CHICLAYO,13,-79.8295868|-79.8248573|-79.8377479|-79.8314276|-79.8373468|-79.8457394|-79.8549907|-79.8612892|-79.845161|-79.835036|-79.8428362|-6.76646269999998|-6.76599709999994|-6.76482049999993|-6.76548979999996|-6.76914549999998|-6.76601339999996|-6.77007979999996|-6.76317749999993|-6.77127679999995|-6.78323789999996|-6.78227729999998
2022,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,2,-79.3887900999999|-79.4742191999999|-6.63764989999993|-6.76252569999997
2022,LAMBAYEQUE,CHICLAYO,REQUE,1,-79.816224599|-6.86632037699996
2022,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,5,-79.7908672|-79.7899505|-79.7855921|-79.7869714|-79.7876093|-6.64194059999994|-6.63992469999994|-6.64153649999997|-6.63406759999998|-6.64369279999994
2022,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,6,-79.9066693|-79.906652|-79.905771|-79.9080757|-6.70290999999997|-6.70285569999993|-6.70748599999996|-6.71976659999996
2022,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,4,-79.6767848|-79.7147468|-79.712947|-79.7095995|-6.05458129999994|-6.15120139999993|-6.15230689999993|-6.15249049999994
2022,LAMBAYEQUE,LAMBAYEQUE,OLMOS,4,-79.7408388|-79.744658|-79.7467625|-79.7455956|-5.99047399999995|-5.99076489999993|-5.98842319999994|-5.98734159999998
2022,LIMA,CAÑETE,CALANGO,1,-76.5246409|-12.5240425
2022,LIMA,HUARAL,HUARAL,1,-77.2064159|-11.5019983999999
2022,LIMA,HUAROCHIRI,SANTA EULALIA,5,-76.6668865|-76.6658165|-76.664569|-11.9044845|-11.9019296|-11.9215849999999
2022,LIMA,LIMA,ANCON,18,-77.1236762|-77.1667614|-77.147701992|-77.1468866|-77.1453706|-77.1468087|-77.1636148|-77.1692762|-11.8165445999999|-11.7131549|-11.725934009|-11.7340437|-11.7414727999999|-11.7410149999999|-11.7779684|-11.7746501
2022,LIMA,LIMA,ATE,93,-76.833715|-76.8262356|-76.8263143999999|-76.8277476|-76.8278556|-76.8274883|-76.8388869|-76.8377219|-76.8713754|-76.8498678999999|-76.8506546|-76.8595683|-76.8445907|-76.8422128999999|-76.8384005999999|-76.8324863999999|-76.8950541|-76.8911853|-76.8920387|-76.8865084999999|-76.8853713|-76.8840649|-76.8850433|-76.8821877999999|-76.8775403|-76.8748436|-76.8742129999999|-76.8748886|-76.8763299|-76.8748406999999|-76.8940177|-76.8940168999999|-76.9938142|-76.9949659|-76.9972245|-76.9922534|-76.9847152|-76.9841077|-76.9381977|-76.9392476|-76.8218813999999|-76.8250037999999|-76.8175454|-76.8184628|-76.8248838|-12.0225093999999|-12.0204936|-12.0102694|-12.0099473|-12.0100874|-12.0095977|-12.0183693|-12.0227849999999|-12.0227295|-12.0121900999999|-12.0093429999999|-12.0082179999999|-12.0045362|-12.0083713999999|-12.002473|-11.9965118|-12.0166139|-12.0210041|-12.0218310999999|-12.0199542|-12.0185574|-12.0175345|-12.0147737|-12.0166525|-12.0122491|-12.0150772|-12.0153091999999|-12.0158216999999|-12.0207811999999|-12.0333532999999|-12.0237096|-12.0237109999999|-12.060199|-12.0606759999999|-12.0620455|-12.0613413999999|-12.0632904999999|-12.0626718|-12.0441425999999|-12.0527026|-12.0099208999999|-12.016421|-12.0201463999999|-12.0244238|-12.0236603999999
2022,LIMA,LIMA,BARRANCO,26,-77.0243115|-77.024082|-77.024390436|-77.0221186|-77.0161625|-77.0201552|-77.0212824|-77.0206086|-77.0180546|-77.0144738|-77.0202174|-77.019166|-77.0218328|-77.0195662|-77.0183592|-77.0176169|-77.0173297|-77.0174932|-12.1390635|-12.1448012|-12.145021631|-12.1411507999999|-12.1451661999999|-12.1465423999999|-12.1509103999999|-12.1518179999999|-12.1478167999999|-12.1401132999999|-12.1388355999999|-12.1379908|-12.1373654999999|-12.1365375999999|-12.1374946999999|-12.1368472|-12.1375515999999|-12.1363929999999
2022,LIMA,LIMA,BREÑA,9,-77.0427208|-77.0431934|-77.048663|-77.0499315|-77.0524956|-77.051793|-77.0463847|-77.047606|-77.0461028|-12.0598924|-12.057825|-12.0523067|-12.0522728|-12.0507208999999|-12.0538503999999|-12.0531078999999|-12.0548559|-12.0564628
2022,LIMA,LIMA,CARABAYLLO,8,-77.0406146999999|-77.045320966|-77.0688092|-77.0457607|-77.0556748|-77.0474513|-77.040243|-77.0269403|-11.8693322999999|-11.862744419|-11.8314315|-11.8412736|-11.8622513|-11.8594955|-11.8532587999999|-11.8442689999999
2022,LIMA,LIMA,CHACLACAYO,4,-76.8138152|-76.808552|-76.8208984999999|-11.9849776|-11.9841069999999|-11.9948037
2022,LIMA,LIMA,CHORRILLOS,115,-77.0283298|-77.0283616|-77.0261306|-77.0153338|-77.0128032|-77.0113144|-77.0158737|-77.0205293|-77.0210022|-77.013577|-77.0120977999999|-77.0108629|-77.0142316|-77.0118246|-77.0117122|-77.0115236|-77.0148022|-77.0133061|-77.0134555|-77.01589|-77.0188545999999|-77.0192634|-77.0172683|-77.019279505|-77.0209724|-77.0226049999999|-77.0294013989999|-77.0265433|-77.0256894|-77.0255721|-77.0222376|-77.0244195|-77.0230119|-77.0201946|-77.0199788|-77.0163459|-77.0219019|-77.0196301|-77.0115887|-77.0111047999999|-77.011491|-77.0142062|-77.0118186999999|-77.0132138|-77.0150927|-77.0168679|-77.020061107|-77.0190087999999|-77.0198806|-77.0207885|-77.0218172|-77.020501|-77.0214567|-77.0214875|-77.0188443|-77.0233362|-77.030315012|-77.027882|-77.0220797|-77.0239735|-77.0268624999999|-77.0265233|-77.0259789|-77.0221642|-77.0230518|-77.0260631|-77.0096649|-77.0084773|-77.0061215|-77.0018252|-76.9940874|-76.9962909|-76.9966484999999|-77.0002711|-77.0031136|-76.999203|-77.0010796|-76.999049668|-77.0058905|-77.0053427|-77.0052555|-77.0081148|-77.0096399|-77.0094142|-77.0062233|-77.0055504|-77.0083572|-77.0088479|-77.0092214|-77.0096651|-77.0094401|-77.0049945|-77.0057184|-77.0052723|-77.0101258|-77.0100174|-77.0053224|-77.0050646999999|-77.0059871|-77.0069476|-76.9971571|-12.2008898|-12.2001099|-12.2050601999999|-12.2099732|-12.2053518|-12.2030346999999|-12.2054469999999|-12.2044127999999|-12.2021023999999|-12.2003265|-12.1994430999999|-12.1965106|-12.1944056|-12.1923873|-12.1889467|-12.1858045999999|-12.1862682999999|-12.1887351999999|-12.1890625|-12.19067|-12.1906415999999|-12.1887149|-12.1940031|-12.1962180089999|-12.1944947|-12.1953827|-12.1941126159999|-12.1753179|-12.1763202|-12.1762909999999|-12.1784198999999|-12.1767934|-12.1756455|-12.1763630999999|-12.1751730999999|-12.1747379999999|-12.185865|-12.1848914999999|-12.1814828|-12.1804504999999|-12.1782732999999|-12.1749239|-12.1764588999999|-12.1727685999999|-12.1735039|-12.1741314999999|-12.173743401|-12.1708176|-12.1682554999999|-12.1686703|-12.1688665|-12.1675157|-12.1664992|-12.165512|-12.1567985999999|-12.1589812|-12.168417258|-12.1682039999999|-12.1690103|-12.1681611999999|-12.1683386999999|-12.1713690999999|-12.171397305|-12.1690940999999|-12.1704604999999|-12.1726945999999|-12.1700276|-12.1736198999999|-12.1712583999999|-12.1731942|-12.1733786999999|-12.1739808999999|-12.1763035|-12.1830790999999|-12.1817123|-12.1794394|-12.1792445|-12.174112253|-12.1776427999999|-12.1771565999999|-12.1743822999999|-12.1745683999999|-12.1790124|-12.1820945|-12.1801963|-12.1824384999999|-12.1848496|-12.1838314999999|-12.1836989|-12.1845827|-12.1859284999999|-12.1958966|-12.1935978999999|-12.1914878|-12.1945989|-12.195729|-12.1964525999999|-12.1981592|-12.2007343999999|-12.2047158999999|-12.2194357
2022,LIMA,LIMA,COMAS,128,-77.0614833|-77.0583352|-77.0606544999999|-77.0586051|-77.0592684|-77.0608469|-77.0457444|-77.0450678999999|-77.0503888|-77.0498287|-77.0551498|-77.0527607|-77.0509916|-77.0533806999999|-77.0542876|-77.0551158|-77.0524012|-77.0512645|-77.0495172|-77.0502177|-77.0473092|-77.0454948999999|-77.0460874|-77.0439656|-77.0414496|-77.040705654|-77.0436477|-77.0436993|-77.0448686|-77.0413923|-77.0362652|-77.0387921|-77.0372556|-77.041091893|-77.041478131|-77.042551014|-77.040963147|-77.0524464|-77.0507939999999|-77.0555668|-77.0497987|-77.050404522|-77.044997189|-77.0484223|-77.0517407|-77.0531842|-77.0521289|-77.053082|-77.0552891|-77.0521378999999|-77.0483816999999|-77.0494002|-77.0462329|-77.0401218|-77.0438351|-77.0436073|-77.0413846|-77.0407421|-77.0406146999999|-77.0367873|-77.037736|-77.0418966|-77.0395623|-77.0435336|-77.0419995999999|-77.0407046999999|-77.0442509|-77.0525847|-77.0545334|-77.0560451|-77.0550137|-77.054256|-77.0500553|-77.0546725|-77.0532254|-77.0551906|-77.0584319|-77.0606516999999|-77.0581553|-77.0618358|-77.0592987|-77.0566039|-77.0643369|-77.071144|-77.0572185|-77.0574667|-77.0570142999999|-77.0586051|-77.0610672999999|-77.0642983|-77.0627434|-77.0634711|-77.0678254|-77.0670264|-77.06721|-77.0653712|-77.0642925|-77.0619940999999|-77.0606906|-77.0635301|-77.007419|-11.9534123999999|-11.9655814|-11.9697315|-11.9700488|-11.9698068|-11.9728185999999|-11.9596842999999|-11.9595974|-11.9609399|-11.960564|-11.9630703|-11.9585898999999|-11.9586629999999|-11.9569587|-11.9572696|-11.9556216999999|-11.9549281|-11.9541575|-11.9521935999999|-11.9539794|-11.9575555|-11.9547856|-11.9540921999999|-11.9534479|-11.9541795|-11.957004517|-11.957975|-11.960027|-11.9610137999999|-11.9578442|-11.9572157|-11.9418732|-11.9445124|-11.9460044259999|-11.941092028|-11.945752511|-11.9515045269999|-11.9506595|-11.9480745999999|-11.9423262999999|-11.9411544|-11.9440310799999|-11.9435272449999|-11.9385844999999|-11.936657|-11.9341585999999|-11.9341138|-11.9353178|-11.9343666|-11.9301924|-11.9312439999999|-11.9324589|-11.9335682999999|-11.9303894|-11.9377388999999|-11.9405691|-11.9403336|-11.9402205|-11.9391664|-11.9366707|-11.9250619|-11.9224834|-11.9210019999999|-11.9238938999999|-11.9248089|-11.9245888|-11.9277948|-11.9294671|-11.9294646|-11.9286473999999|-11.9266081|-11.9230365|-11.9139855|-11.9147303999999|-11.9137112|-11.9117818999999|-11.9124917999999|-11.9158391999999|-11.9171928|-11.9236875|-11.9259205|-11.9260204|-11.9249866|-11.9379127|-11.9321186|-11.9325329|-11.9345734999999|-11.9351134999999|-11.9413518|-11.9398524|-11.9362149999999|-11.9365367|-11.9386484999999|-11.9397767999999|-11.9425234|-11.9459633999999|-11.9422772999999|-11.9483041999999|-11.9483476|-11.9499567999999|-11.9123172
2022,LIMA,LIMA,EL AGUSTINO,25,-76.989501|-76.9874768|-76.987938|-76.9880072|-76.9956722|-76.995840437|-76.9998148|-76.9988878|-77.0003733999999|-77.0018835|-77.0032088|-77.0034249999999|-77.0044111|-77.0026014|-77.0078133|-77.0056362999999|-76.9753522999999|-76.9753427|-12.0402875|-12.0422336|-12.0438606|-12.0449591999999|-12.0499756999999|-12.0577440619999|-12.0604873|-12.059028|-12.0592568|-12.0609679|-12.0593994999999|-12.0592515|-12.0589871999999|-12.0574697|-12.0530792|-12.0568354|-12.0550038|-12.0591487999999
2022,LIMA,LIMA,INDEPENDENCIA,8,-77.0511169|-77.043280953|-77.0443199|-77.047585|-77.0475924|-77.045641|-77.0477152|-77.0527135|-11.9765786999999|-11.972886122|-11.97232|-11.9737259999999|-11.9727626|-11.9720970999999|-11.9707715|-11.9742727999999
2022,LIMA,LIMA,JESUS MARIA,5,-77.04804|-77.0430473|-77.047895|-77.057053|-12.0720143999999|-12.0675722999999|-12.0806006|-12.0814174
2022,LIMA,LIMA,LA MOLINA,63,-76.8980567|-76.8979922|-76.8896148|-76.9703256|-76.9725984|-76.9655348|-76.9378537|-76.9400458|-76.9386716|-76.950454|-76.9512943999999|-76.9491601|-76.9490448|-76.9471857|-76.9464612|-76.9438888999999|-76.9419144|-76.9429489|-76.9452218|-76.9415076|-76.9430382|-76.9437363|-76.9425447|-76.9444874|-76.949831|-76.9500963|-76.947553|-76.9476137|-76.9497615|-76.9485849|-76.9476139|-76.9502656|-76.9570863|-76.9572891999999|-76.9557087|-76.9572172|-76.9553017|-76.9567448|-76.9579936|-76.9627983|-76.9603869|-76.9622296|-76.9581714999999|-76.9565997999999|-76.9551391|-76.9559006|-76.9450401|-76.9436340999999|-76.9447159|-76.933582|-76.928234|-76.9206902|-76.9187612|-76.9254134|-76.9412506|-76.9385482|-76.9363774999999|-76.9348042999999|-76.9438978|-12.0830296999999|-12.0803139|-12.0861778999999|-12.0717337|-12.0751410999999|-12.0658447|-12.0701379999999|-12.0729699999999|-12.074309|-12.0793899999999|-12.0737553|-12.0716161999999|-12.0724562999999|-12.0727137|-12.0725452999999|-12.0727777999999|-12.0709117|-12.0683208|-12.0656273999999|-12.0650041|-12.0642025999999|-12.0621381999999|-12.0603669999999|-12.0616163|-12.0643201999999|-12.0671796|-12.0654643999999|-12.067534|-12.0663284|-12.0685814999999|-12.0681703|-12.0690352|-12.0699382999999|-12.0695648|-12.0665733|-12.0678024|-12.0646313999999|-12.0621689|-12.0645506|-12.0643082|-12.0665385999999|-12.0745305999999|-12.0734045999999|-12.0714346999999|-12.0731716|-12.0767541|-12.1013604|-12.100453|-12.0907265|-12.0853529999999|-12.0820196|-12.0815011999999|-12.085302|-12.0959037|-12.1003421999999|-12.1107494|-12.1116175999999|-12.1179546999999|-12.1117525999999
2022,LIMA,LIMA,LA VICTORIA,24,-77.0093304|-77.0093378|-77.0060746|-76.9997137|-77.0002311|-77.0006264|-77.0097037|-76.998441424|-76.9975107|-77.0090949|-77.0116715|-77.016271|-77.0162223|-77.0164421|-77.0162899|-77.0152487999999|-77.0123349|-77.015584|-77.014751|-77.0140877|-77.0107449|-12.0612765999999|-12.0639606|-12.0655422|-12.0651723|-12.0686868|-12.0690461999999|-12.0732303999999|-12.0690762269999|-12.0683306999999|-12.0845269|-12.074519|-12.0777682|-12.0760222|-12.067199|-12.0734497|-12.0729691|-12.0661294999999|-12.0668067|-12.0664543999999|-12.0627319|-12.0639289
2022,LIMA,LIMA,LIMA,78,-77.0079407|-77.0158947|-77.0217623|-77.0217193|-77.0126523|-77.0309775|-77.032191|-77.0332013|-77.0310025|-77.0289870999999|-77.0285651|-77.0302635|-77.0294163|-77.0284828|-77.0270060999999|-77.0253239|-77.0247563|-77.0266501099999|-77.0256418|-77.025643|-77.0353197|-77.0427933999999|-77.0679246999999|-77.0599546999999|-77.0586380349999|-77.0570985|-77.0602664|-77.0608738|-77.060230054|-77.0661373|-77.0627306|-77.0641984|-77.069398|-77.070792|-77.0729279|-77.0715629|-77.073037251|-77.0746704|-77.0788395|-77.0758519999999|-77.071088996|-77.0717848|-77.0707145|-77.0687361|-77.0695483|-77.083446995|-77.0823197|-77.0820902|-77.0813206|-77.0744343|-77.079086|-77.0740971|-77.0712459|-77.0702971|-77.0705700999999|-77.0682254|-77.0713706|-77.0726650999999|-77.066099947|-77.0653307|-77.067802|-77.0678417|-77.0657434|-77.0638881|-77.0642367|-77.0643388999999|-77.0492659|-77.0497114|-77.0491795|-12.0596563|-12.0569917999999|-12.0578841|-12.0578805|-12.0544411999999|-12.0516160999999|-12.0511796|-12.0526262999999|-12.0567435|-12.0569861|-12.0533454|-12.0544452|-12.0528388|-12.0521962999999|-12.053604|-12.0532512999999|-12.055062|-12.058504854|-12.0575752999999|-12.057585|-12.0576862999999|-12.046374|-12.0549222999999|-12.0545569999999|-12.054154985|-12.0514883999999|-12.0521408999999|-12.0523810999999|-12.050769943|-12.0502461|-12.0492133999999|-12.0517144999999|-12.0523494|-12.0533326999999|-12.0527116|-12.0515488999999|-12.0462854849999|-12.0519735999999|-12.0529486999999|-12.059203|-12.0547926569999|-12.0544072|-12.0545284|-12.0562239999999|-12.0564461|-12.0518125429999|-12.0515464|-12.0384381|-12.037156|-12.0365002999999|-12.0387178|-12.0375553|-12.0378833999999|-12.0376808|-12.0370409999999|-12.0359217|-12.0360638|-12.0365940999999|-12.0363420099999|-12.0355415|-12.0395427999999|-12.0421913|-12.0412994|-12.0378909|-12.0375769|-12.0377538999999|-12.0369683|-12.0387618|-12.0405312
